apex_Longitude,apex_Latitude
68550.0,44329.0
69007.0,44786.0
69464.0,44786.0
69921.0,45700.0
70835.0,45700.0
71063.5,46614.0
71977.5,47299.5
72206.0,46614.0
71749.0,45700.0
70378.0,45014.5
69464.0,43415.0
69464.0,43872.0
