mmsi,		flag(enum:Flag),	name,			type(enum:VesselType),	length(double:m),	width(double:m),	lightshipWeight(double:kg),	maximumSpeed(double:m/s),	minimumSpeed(double:m/s),	acceleration(double:coeff),	deceleration(double:m/s^2)
319068600,	KY,					Maryah,			PLEASURE,				125,				17,					1100000,					22,							1,							0.8,						0.065
