mmsi(long),		flag(Flag),			name(String),			type(VesselType),		length(double:m),	width(double:m),	lightshipWeight(double:kg),	maximumSpeed(double:m/s),	minimumSpeed(double:m/s),	acceleration(double:m/s^2),	deceleration(double:m/s^2)
351168000,		PA,					C Primacy,				TANKER,					336.17,				60,					30627000,					9,							3.5,						0.35,						0.022
