longitude(double:m),	latitude(double:m)
9.1,5.2
9.2,5.4
9.1,5.5
9.2,5.7
9.2,5.9
9.3,6
9.3,6.2
9.2,6.2
9.2,6.5
9.3,6.5
9.4,6.8
9.5,7
9.7,6.9
10.1,7
10.5,6.6
10.6,6.4
10.5,6.1
11,6
11,5.9
11.1,5.9
11.2,6
11.3,5.6
11.7,5.6
12,5.3
12,5.1
11.8,5
11.6,4.7
11.8,4.5
11.7,4.4
11.8,4.1
11.6,4.2
11.6,4.1
11.8,3.9
11.6,3.6
11.3,3.8
11.1,3.4
10.9,3.7
10.8,3.7
10.8,3.9
10.7,4.1
10.5,4.1
10.6,4.3
10.4,4.2
10.4,4.4
10.3,4.4
10.3,4.5
10.1,4.5
9.8,5
9.9,5.1
9.8,5.2
9.5,5.1
9.3,5.1
9.5,5.3
9.4,5.5
9.2,5.2
