mmsi(long),		flag(Flag),			name(String),			type(VesselType),		length(double:m),	width(double:m),	lightshipWeight(double:kg),	maximumSpeed(double:m/s),	minimumSpeed(double:m/s),	acceleration(double:m/s^2),	deceleration(double:m/s^2)
319068600,		KY,					Maryah,					PLEASURE,				128,				17,					4085714,					10,							2,							0.65,						0.039
