apex_Longitude,apex_Latitude
15,2
20,7.5
20,8
15,8.5
20,9
20,9.5
15,15
20.5,10
21,10
21.5,15
22,10
22.5,10
28,15
23,9.5
23,9
28,8.5
23,8
23,7.5
28,2
22.5,7
22,7
21.5,2
21,7
20.5,7
