longitude(double:m),	latitude(double:m)
4570.0,17366.0
5484.0,17366.0
5484.0,18280.0
7312.0,17823.0
7769.0,16909.0
9597.0,16452.0
10511.0,14624.0
12339.0,14624.0
12796.0,15081.0
13710.0,13710.0
14624.0,13253.0
14167.0,12339.0
15538.0,11425.0
14624.0,10054.0
11425.0,10511.0
10054.0,12339.0
9597.0,13710.0
10054.0,14167.0
6398.0,14167.0
6398.0,15081.0
