longitude(double:m),	latitude(double:m)
73120.0,42044.0
73120.0,43415.0
73577.0,43872.0
74948.0,43872.0
75862.0,45243.0
77233.0,45243.0
77690.0,44329.0
79061.0,44329.0
79518.0,43872.0
79061.0,42958.0
79975.0,42958.0
79975.0,41587.0
77233.0,42044.0
77233.0,41587.0
75405.0,42501.0
