apex_Longitude,apex_Latitude
1,3.8
1.2,3.8
1.2,4
1.6,3.9
1.7,3.7
2.1,3.6
2.3,3.2
2.7,3.2
2.8,3.3
3,3
3.2,2.9
3.1,2.7
3.4,2.5
3.2,2.2
2.5,2.3
2.2,2.7
2.1,3
2.2,3.1
1.4,3.1
1.4,3.3
