apex_Longitude,apex_Latitude
19.3,15.1
19.5,15.1
19.6,15
19.6,14.9
19.7,15
19.9,15.1
19.9,15.4
20.4,15.4
20.4,15.2
20.1,15.1
20.5,14.8
20.5,14.4
20.4,14.3
20.1,14.4
20,14.2
19.8,14.5
19.7,14.4
19.7,14.6
19.6,14.6
19.5,15
