apex_Longitude,apex_Latitude
15,9.7
15.1,9.8
15.2,9.8
15.3,10
15.5,10
15.55,10.2
15.75,10.35
15.8,10.2
15.7,10
15.4,9.85
15.2,9.5
15.2,9.6
